latitude,longitude,depth,d13C,dataset,datasetName,Core,coreflag,speciesflag,speciesName,depthtop,depthbottom,adjdepthmean,age_calkaBP,d18O,Author,FileName,AdditionalNotes,RetrievalNb, sitename,variabledescription,citation,References,datadoi,DataSource,Date,Cruise
-6.19,89.97,4382,0.03,1,P14,V34-51,3,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"McCorkle, D. C., Heggie, D. T., & Veeh, H. H. (1998). Glacial and Holocene stable isotope distributions in the southeastern Indian Ocean. Paleoceanography, 13(1), 20-34. ",NaN,NaN,NaN,NaN
-6.12,89.58,3812,0.27,1,P14,V34-53,3,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"McCorkle, D. C., Heggie, D. T., & Veeh, H. H. (1998). Glacial and Holocene stable isotope distributions in the southeastern Indian Ocean. Paleoceanography, 13(1), 20-34. ",NaN,NaN,NaN,NaN
-6.08,89.17,3254,0.24,1,P14,V34-54,3,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"McCorkle, D. C., Heggie, D. T., & Veeh, H. H. (1998). Glacial and Holocene stable isotope distributions in the southeastern Indian Ocean. Paleoceanography, 13(1), 20-34. ",NaN,NaN,NaN,NaN
-6.04,88.96,2992,0.04,1,P14,V34-55,3,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"McCorkle, D. C., Heggie, D. T., & Veeh, H. H. (1998). Glacial and Holocene stable isotope distributions in the southeastern Indian Ocean. Paleoceanography, 13(1), 20-34. ",NaN,NaN,NaN,NaN
-5.78,-10.75,3125,0.91,1,P14,GeoB1112-4,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Bickert and Wefer 1996,NaN,NaN,NaN,NaN
-5.2,11.33,1000,-0.11,1,P14,MG-237,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Sarnthein et al. 1994,NaN,NaN,NaN,NaN
-3.82,-14.9,3984,0.92,1,P14,GeoB1117-2,0,0,unassigned,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Bickert and wefer 1996,NaN,NaN,NaN,NaN
-3.67,-37.72,767,1.43,1,P14,GeoB3104,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Arz, H.W., Patzold, J., Wefer, G., (1999): The deglacial history of the western tropical Atlantic as inferred from high resolution stable isotope records off northeastern Brazil, Earth and Planetary Science Letters, Vol. 167, Issue 1-2, pages 105-117.",NaN,NaN,NaN,NaN
-3.48,-7.6,4033,0.8,1,P14,GeoB1041-3,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Bickert and Wefer 1996;  curry and lohmann, 1985",NaN,NaN,NaN,NaN
-3.1,-90.82,3296,0.08,1,P14,ODP846,4,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Shackleton, N. J.,†M. A. Hall, and†D. Pate†(1995a),†Pliocene stable isotope stratigraphy of ODP Site 846,†Proc. Ocean Drill. Program Sci. Results,†138,†337ñ356.",NaN,NaN,NaN,NaN
-2.22,156.98,1598,0.41,1,P14,ERDC92bx,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Herguera, J. C., Jansen, E., & Berger, W. H. (1992). Evidence for a bathyal front at 2000-M depth in the glacial Pacific, based on a depth transect on Ontong Java Plateau. Paleoceanography, 7(3), 273-288.; Herguera, J. C., Herbert, T., Kashgarian, M., & Charles, C. (2010). Intermediate and deep water mass distribution in the Pacific during the Last Glacial Maximum inferred from oxygen and carbon stable isotopes. Quaternary Science Reviews, 29(9), 1228-1245. ",NaN,NaN,NaN,NaN
-1.73,160.8,3393,0.31,1,P14,ERDC108bx,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Herguera, J. C., Jansen, E., & Berger, W. H. (1992). Evidence for a bathyal front at 2000-M depth in the glacial Pacific, based on a depth transect on Ontong Java Plateau. Paleoceanography, 7(3), 273-288.; Herguera, J. C., Herbert, T., Kashgarian, M., & Charles, C. (2010). Intermediate and deep water mass distribution in the Pacific during the Last Glacial Maximum inferred from oxygen and carbon stable isotopes. Quaternary Science Reviews, 29(9), 1228-1245. ",NaN,NaN,NaN,NaN
-1.67,-12.43,3225,0.98,1,P14,GeoB1105-4,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Bickert and Wefer 1996,NaN,NaN,NaN,NaN
-1.63,159.22,2158,0.31,1,P14,ERDC113p,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Herguera, J. C., Jansen, E., & Berger, W. H. (1992). Evidence for a bathyal front at 2000-M depth in the glacial Pacific, based on a depth transect on Ontong Java Plateau. Paleoceanography, 7(3), 273-288.; Herguera, J. C., Herbert, T., Kashgarian, M., & Charles, C. (2010). Intermediate and deep water mass distribution in the Pacific during the Last Glacial Maximum inferred from oxygen and carbon stable isotopes. Quaternary Science Reviews, 29(9), 1228-1245. ",NaN,NaN,NaN,NaN
-1.62,159.23,2169,0.39,1,P14,ERDC112bx,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Herguera, J. C., Jansen, E., & Berger, W. H. (1992). Evidence for a bathyal front at 2000-M depth in the glacial Pacific, based on a depth transect on Ontong Java Plateau. Paleoceanography, 7(3), 273-288.; Herguera, J. C., Herbert, T., Kashgarian, M., & Charles, C. (2010). Intermediate and deep water mass distribution in the Pacific during the Last Glacial Maximum inferred from oxygen and carbon stable isotopes. Quaternary Science Reviews, 29(9), 1228-1245. ",NaN,NaN,NaN,NaN
-1.21,-11.96,3912,0.89,1,P14,GIK16772,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Sarnthein et al. 1994,NaN,NaN,NaN,NaN
-0.92,-134.31,4305,0.09,1,P14,RC10-97,3,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Delphi project, http://www.esc.cam.ac.uk/research/research-groups/delphi",NaN,NaN,NaN,NaN
-0.1,-95.65,3231,0.14,1,P14,RC13-110,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mix, A. C., Pisias, N. G., Zahn, R., Rugh, W., Lopez, C., & Nelson, K. (1991). Carbon 13 in Pacific Deep and Intermediate Waters, 0-370 ka: Implications for Ocean Circulation and Pleistocene CO2.†Paleoceanography,†6(2), 205-226.",NaN,NaN,NaN,NaN
-0.02,158.68,2247,0.4,1,P14,ERDC120bx,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Herguera, J. C., Jansen, E., & Berger, W. H. (1992). Evidence for a bathyal front at 2000-M depth in the glacial Pacific, based on a depth transect on Ontong Java Plateau. Paleoceanography, 7(3), 273-288.; Herguera, J. C., Herbert, T., Kashgarian, M., & Charles, C. (2010). Intermediate and deep water mass distribution in the Pacific during the Last Glacial Maximum inferred from oxygen and carbon stable isotopes. Quaternary Science Reviews, 29(9), 1228-1245. ",NaN,NaN,NaN,NaN
-0.02,160.4,2948,0.33,1,P14,ERDC123bx,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Herguera, J. C., Jansen, E., & Berger, W. H. (1992). Evidence for a bathyal front at 2000-M depth in the glacial Pacific, based on a depth transect on Ontong Java Plateau. Paleoceanography, 7(3), 273-288.; Herguera, J. C., Herbert, T., Kashgarian, M., & Charles, C. (2010). Intermediate and deep water mass distribution in the Pacific during the Last Glacial Maximum inferred from oxygen and carbon stable isotopes. Quaternary Science Reviews, 29(9), 1228-1245. ",NaN,NaN,NaN,NaN
-0.02,162.7,4441,0.41,1,P14,ERDC131bx,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Herguera, J. C., Jansen, E., & Berger, W. H. (1992). Evidence for a bathyal front at 2000-M depth in the glacial Pacific, based on a depth transect on Ontong Java Plateau. Paleoceanography, 7(3), 273-288.; Herguera, J. C., Herbert, T., Kashgarian, M., & Charles, C. (2010). Intermediate and deep water mass distribution in the Pacific during the Last Glacial Maximum inferred from oxygen and carbon stable isotopes. Quaternary Science Reviews, 29(9), 1228-1245. ",NaN,NaN,NaN,NaN
0,160.98,3368,0.35,1,P14,ERDC125bx,1,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Herguera, J. C., Jansen, E., & Berger, W. H. (1992). Evidence for a bathyal front at 2000-M depth in the glacial Pacific, based on a depth transect on Ontong Java Plateau. Paleoceanography, 7(3), 273-288.; Herguera, J. C., Herbert, T., Kashgarian, M., & Charles, C. (2010). Intermediate and deep water mass distribution in the Pacific during the Last Glacial Maximum inferred from oxygen and carbon stable isotopes. Quaternary Science Reviews, 29(9), 1228-1245. ",NaN,NaN,NaN,NaN
0,161.42,3732,0.29,1,P14,ERDC128bx,1,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Herguera, J. C., Jansen, E., & Berger, W. H. (1992). Evidence for a bathyal front at 2000-M depth in the glacial Pacific, based on a depth transect on Ontong Java Plateau. Paleoceanography, 7(3), 273-288.; Herguera, J. C., Herbert, T., Kashgarian, M., & Charles, C. (2010). Intermediate and deep water mass distribution in the Pacific during the Last Glacial Maximum inferred from oxygen and carbon stable isotopes. Quaternary Science Reviews, 29(9), 1228-1245. ",NaN,NaN,NaN,NaN
0,161.97,4169,0.36,1,P14,ERDC129bx,1,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Herguera, J. C., Jansen, E., & Berger, W. H. (1992). Evidence for a bathyal front at 2000-M depth in the glacial Pacific, based on a depth transect on Ontong Java Plateau. Paleoceanography, 7(3), 273-288.; Herguera, J. C., Herbert, T., Kashgarian, M., & Charles, C. (2010). Intermediate and deep water mass distribution in the Pacific during the Last Glacial Maximum inferred from oxygen and carbon stable isotopes. Quaternary Science Reviews, 29(9), 1228-1245. ",NaN,NaN,NaN,NaN
0.03,155.87,1924,0.42,1,P14,ERDC88bx,1,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Herguera, J. C., Jansen, E., & Berger, W. H. (1992). Evidence for a bathyal front at 2000-M depth in the glacial Pacific, based on a depth transect on Ontong Java Plateau. Paleoceanography, 7(3), 273-288.; Herguera, J. C., Herbert, T., Kashgarian, M., & Charles, C. (2010). Intermediate and deep water mass distribution in the Pacific during the Last Glacial Maximum inferred from oxygen and carbon stable isotopes. Quaternary Science Reviews, 29(9), 1228-1245. ",NaN,NaN,NaN,NaN
0.11,-23.23,3806,0.86,1,P14,ODP664,4,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Raymo, M. E., Oppo, D. W., & Curry, W. (1997). The mid-Pleistocene climate transition: A deep sea carbon isotopic perspective.†Paleoceanography,†12(4), 546-559.",NaN,NaN,NaN,NaN
0.18,-110.52,3839,0.15,1,P14,ODP849,4,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Shackleton, N.J., A. Berger, and W. R. Peltier, An alternative astronomical calibration of the lower Pleistocene timescale based on ODP site6 77, Trans.R . Soc.E dinburghE arth Sci.,8 1,251-61, 1990.",NaN,NaN,NaN,NaN
0.32,159.36,2520,0.27,1,P14,ODP806,4,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Bickert, T., Berger, W. H., Burke, S., Schmidt, H., & Wefer, G. (1993). 24. LATE QUATERNARY STABLE ISOTOPE RECORD OF BENTHIC FORAMINIFERS: SITES 805 AND 806, ONTONG JAVA PLATEAU1.",NaN,NaN,NaN,NaN
0.37,-106.18,3606,0.26,1,P14,KNR73-4-3,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Oppo et al., 1990",NaN,NaN,NaN,NaN
0.43,158.8,2367,0.52,1,P14,V24-109,3,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Duplessy, J. C., Shackleton, N. J., Matthews, R. K., Prell, W., Ruddiman, W. F., Caralp, M., & Hendy, C. H. (1984). d13C Record of benthic foraminifera in the last interglacial ocean: Implications for the carbon cycle and the global deep water circulation. Quaternary Research, 21(2), 225-243. ",NaN,NaN,NaN,NaN
0.87,160.98,3509,0.38,1,P14,ERDC135bx,1,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Herguera, J. C., Jansen, E., & Berger, W. H. (1992). Evidence for a bathyal front at 2000-M depth in the glacial Pacific, based on a depth transect on Ontong Java Plateau. Paleoceanography, 7(3), 273-288.; Herguera, J. C., Herbert, T., Kashgarian, M., & Charles, C. (2010). Intermediate and deep water mass distribution in the Pacific during the Last Glacial Maximum inferred from oxygen and carbon stable isotopes. Quaternary Science Reviews, 29(9), 1228-1245. ",NaN,NaN,NaN,NaN
1.1,161.6,3848,0.33,1,P14,ERDC136bx,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Herguera, J. C., Jansen, E., & Berger, W. H. (1992). Evidence for a bathyal front at 2000-M depth in the glacial Pacific, based on a depth transect on Ontong Java Plateau. Paleoceanography, 7(3), 273-288.; Herguera, J. C., Herbert, T., Kashgarian, M., & Charles, C. (2010). Intermediate and deep water mass distribution in the Pacific during the Last Glacial Maximum inferred from oxygen and carbon stable isotopes. Quaternary Science Reviews, 29(9), 1228-1245. ",NaN,NaN,NaN,NaN
1.23,160.53,3188,0.11,1,P14,ODP805,4,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Bickert, T., Berger, W. H., Burke, S., Schmidt, H., & Wefer, G. (1993). 24. LATE QUATERNARY STABLE ISOTOPE RECORD OF BENTHIC FORAMINIFERS: SITES 805 AND 806, ONTONG JAVA PLATEAU1.",NaN,NaN,NaN,NaN
1.35,162.38,4118,0.4,1,P14,ERDC139bx,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Herguera, J. C., Jansen, E., & Berger, W. H. (1992). Evidence for a bathyal front at 2000-M depth in the glacial Pacific, based on a depth transect on Ontong Java Plateau. Paleoceanography, 7(3), 273-288.; Herguera, J. C., Herbert, T., Kashgarian, M., & Charles, C. (2010). Intermediate and deep water mass distribution in the Pacific during the Last Glacial Maximum inferred from oxygen and carbon stable isotopes. Quaternary Science Reviews, 29(9), 1228-1245. ",NaN,NaN,NaN,NaN
1.4,157.3,2342,0.4,1,P14,ERDC83bx,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Herguera, J. C., Jansen, E., & Berger, W. H. (1992). Evidence for a bathyal front at 2000-M depth in the glacial Pacific, based on a depth transect on Ontong Java Plateau. Paleoceanography, 7(3), 273-288.; Herguera, J. C., Herbert, T., Kashgarian, M., & Charles, C. (2010). Intermediate and deep water mass distribution in the Pacific during the Last Glacial Maximum inferred from oxygen and carbon stable isotopes. Quaternary Science Reviews, 29(9), 1228-1245. ",NaN,NaN,NaN,NaN
1.66,-10.98,4588,0.92,1,P14,GeoB1101-5,2,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Bickert and Wefer 1996,NaN,NaN,NaN,NaN
2.27,-33.02,3705,0.91,1,P14,GeoB1505-1,2,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Zabel et al. 1999,NaN,NaN,NaN,NaN
2.46,-19.76,5105,0.85,1,P14,EN066-29,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,sarnthein et al. 1994,NaN,NaN,NaN,NaN
2.47,-19.73,4998,0.89,1,P14,EN066-32,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Sarnthein et al. 1994,NaN,NaN,NaN,NaN
2.78,156.22,2767,0.4,1,P14,ERDC79bx,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Herguera, J. C., Jansen, E., & Berger, W. H. (1992). Evidence for a bathyal front at 2000-M depth in the glacial Pacific, based on a depth transect on Ontong Java Plateau. Paleoceanography, 7(3), 273-288.; Herguera, J. C., Herbert, T., Kashgarian, M., & Charles, C. (2010). Intermediate and deep water mass distribution in the Pacific during the Last Glacial Maximum inferred from oxygen and carbon stable isotopes. Quaternary Science Reviews, 29(9), 1228-1245. ",NaN,NaN,NaN,NaN
3,76,3800,0.53,1,P14,SK-129-CR2,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Piotrowski, A. M., Banakar, V. K., Scrivner, A. E., Elderfield, H., Galy, A., & Dennis, A. (2009). Indian Ocean circulation and productivity during the last glacial cycle.† Earth and Planetary Science Letters,† 285(1), 179-189. ",NaN,NaN,NaN,NaN
3.02,-22.03,4504,0.74,1,P14,GIK13521,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Sarnthein et al. 1994,NaN,NaN,NaN,NaN
3.09,-20.02,4745,0.84,1,P14,EN066-26,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,sarnthein et al. 1994,NaN,NaN,NaN,NaN
3.52,5.57,1515,0.69,1,P14,KW-31,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Sarnthein et al. 1994,NaN,NaN,NaN,NaN
3.62,-83.97,3205,0.04,1,P14,TR163-31P,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Chapman, M.R., and N.J. Shackleton. 1999. Global ice-volume fluctuations, North Atlantic ice-rafting events, and deep-ocean circulation changes between 130 and 70 ka.",NaN,NaN,NaN,NaN
3.72,-42.91,3598,1.26,1,P14,ODP926,4,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Bickert, T., Curry, W.B., and Wefer, G., 1997, Late Pliocene to Holocene (2.6ñ0 Ma) western equatorial Atlantic deep-water circulation: Inferences from benthic stable isotopes, in Shackleton, N.J., et al., Proceedings of the Ocean Drilling Program, Scientific results, Volume 154: College Station, Texas, Ocean Drilling Program, p. 239ñ253.",NaN,NaN,NaN,NaN
3.82,-41.62,3291,1.3,1,P14,GeoB1523-1,2,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Bickert and Mackensen 2004,NaN,NaN,NaN,NaN
4.2,-43.49,3040,1.43,1,P14,ODP925,4,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Bickert, T., Curry, W.B., and Wefer, G., 1997, Late Pliocene to Holocene (2.6ñ0 Ma) western equatorial Atlantic deep-water circulation: Inferences from benthic stable isotopes, in Shackleton, N.J., et al., Proceedings of the Ocean Drilling Program, Scientific results, Volume 154: College Station, Texas, Ocean Drilling Program, p. 239ñ253.",NaN,NaN,NaN,NaN
4.23,-21.63,3995,0.81,1,P14,EN066-21,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Sarnthein et al. 1994,NaN,NaN,NaN,NaN
4.24,-43.67,3129,1.26,1,P14,GeoB1515-1,2,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Vidal et al. 1999,NaN,NaN,NaN,NaN
4.31,-20.21,4095,0.71,1,P14,EN066-36,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Boyle, 1992",NaN,NaN,NaN,NaN
4.38,-20.87,3083,1.08,1,P14,CH71-07,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Sarnthein et al. 1994,NaN,NaN,NaN,NaN
4.59,-41.93,3911,0.66,1,P14,GeoB1520-1,2,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Bickert and Mackensen 2004,NaN,NaN,NaN,NaN
4.73,-20.94,2675,1.17,1,P14,GIK16453-2,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Sarnthein et al. 1994,NaN,NaN,NaN,NaN
4.76,-43.31,3810,0.87,1,P14,KNR110-91,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Curry et al. 1988,NaN,NaN,NaN,NaN
4.81,3.4,2861,0.76,1,P14,GIK16856-2,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Sarnthein et al. 1994,NaN,NaN,NaN,NaN
4.85,156.05,3585,0.22,1,P14,ERDC77bx,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Herguera, J. C., Jansen, E., & Berger, W. H. (1992). Evidence for a bathyal front at 2000-M depth in the glacial Pacific, based on a depth transect on Ontong Java Plateau. Paleoceanography, 7(3), 273-288.; Herguera, J. C., Herbert, T., Kashgarian, M., & Charles, C. (2010). Intermediate and deep water mass distribution in the Pacific during the Last Glacial Maximum inferred from oxygen and carbon stable isotopes. Quaternary Science Reviews, 29(9), 1228-1245. ",NaN,NaN,NaN,NaN
4.87,-43.21,3995,0.85,1,P14,KNR110-50,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Curry et al. 1988,NaN,NaN,NaN,NaN
4.92,-20.5,2931,1.11,1,P14,EN066-38,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,sarnthein et al. 1994,NaN,NaN,NaN,NaN
5.12,77.58,2750,0.27,1,P14,V29-29,3,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Duplessy 84,NaN,NaN,NaN,NaN
5.18,90.08,3306,0.45,1,P14,SK157-14,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Ahmad et al 2008,NaN,NaN,NaN,NaN
5.26,-21.71,3428,1.05,1,P14,EN066-44,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,sarnthein et al. 1994,NaN,NaN,NaN,NaN
5.27,-22.87,4160,0.7,1,P14,GIK16455-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Sarnthein et al. 1994,NaN,NaN,NaN,NaN
5.31,-44.26,3288,0.9,1,P14,EW9209-3JPC,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Curry and Oppo, 2005",NaN,NaN,NaN,NaN
5.33,-34.03,3682,0.77,1,P14,GeoB1508-4,2,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Bickert and Mackensen 2004,NaN,NaN,NaN,NaN
5.45,-21.14,3152,0.97,1,P14,EN066-16,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Boyle, 1992 ",NaN,NaN,NaN,NaN
5.46,-44.48,3326,0.51,1,P14,ODP927,4,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Bickert, T., Curry, W.B., and Wefer, G., 1997, Late Pliocene to Holocene (2.6ñ0 Ma) western equatorial Atlantic deep-water circulation: Inferences from benthic stable isotopes, in Shackleton, N.J., et al., Proceedings of the Ocean Drilling Program, Scientific results, Volume 154: College Station, Texas, Ocean Drilling Program, p. 239ñ253.",NaN,NaN,NaN,NaN
5.46,-43.75,4012,1.16,1,P14,ODP928,4,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Bickert, T., Curry, W.B., and Wefer, G., 1997, Late Pliocene to Holocene (2.6ñ0 Ma) western equatorial Atlantic deep-water circulation: Inferences from benthic stable isotopes, in Shackleton, N.J., et al., Proceedings of the Ocean Drilling Program, Scientific results, Volume 154: College Station, Texas, Ocean Drilling Program, p. 239ñ253.",NaN,NaN,NaN,NaN
5.64,-44.47,3528,1.4,1,P14,EW9209-2JPC,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Curry and Oppo, 2005",NaN,NaN,NaN,NaN
5.91,-44.2,4056,0.56,1,P14,EW9209-1JPC,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Curry and Oppo, 1997",NaN,NaN,NaN,NaN
5.98,-43.74,4369,0.17,1,P14,ODP929,4,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Bickert, T., Curry, W.B., and Wefer, G., 1997, Late Pliocene to Holocene (2.6ñ0 Ma) western equatorial Atlantic deep-water circulation: Inferences from benthic stable isotopes, in Shackleton, N.J., et al., Proceedings of the Ocean Drilling Program, Scientific results, Volume 154: College Station, Texas, Ocean Drilling Program, p. 239ñ253.",NaN,NaN,NaN,NaN
6.13,-43.44,4503,0.64,1,P14,GeoB4403-1,0,1,"Cib spp, cib",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Bickert and Mackensen 2004,NaN,NaN,NaN,NaN
